Title,Authors,Publication Year,Total Citations,Average per Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Beyond editing to writing large genomes,"Chari, Raj; Church, George M.",2017,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchochondrial replacement therapy: the IOM report and its aftermath,"Cohen, I. Glenn; Adashi, Eli Y.",2016,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Landscape and mechanisms of transcription factor cooperativity,"Osorio, Joana",2016,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GENE EXPRESSION Super enhancers,"Stower, Hannah",2013,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
Universal pleiotropy is not a valid null hypothesis: reply to Hill and Zhang,"Wagner, Guenter P.; Zhang, Jianzhi",2012,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
GENE REGULATION Resolving transcription factor binding,"Stower, Hannah",2012,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
GENOMICS A picture worth 1000 Genomes,"Gunter, Chris",2010,7,0.7,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0
"Plant genetic engineering for biofuel production: towards affordable cellulosic ethanol (Retraction of vol 9, pg 433, 2008)","Sticklen, Mariam B.",2010,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
Integrative biology - a strategy for systems biomedicine,"Liu, Edison T.",2009,7,0.64,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0
"Science and society - Universal health care, genomic medicine and Thailand: investing in today and tomorrow","Seguin, Beatrice; Hardy, Billie-Jo; Singer, Peter A.; Daar, Abdallah S.",2008,7,0.58,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0
Look who's talking too: graduates developing skills through communication,"Tomazou, Eleni M.; Powell, Gareth T.",2007,7,0.54,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0
Mysteries of heterochromatic sequences unravelled,"Skipper, Magdalena",2007,7,0.54,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,0
Bridging the regeneration gap: insights from echinoderm models,"Dupont, S.; Thorndyke, M.",2007,7,0.54,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Wake-up call for genome scanners,"Patterson, M",2002,7,0.39,0,0,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0
Engineering American society: the lesson of eugenics,"Micklos, D; Carlson, E",2000,7,0.35,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0
Not just another editor,"Patterson, M",2000,7,0.35,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0
METAGENOMICS Shaping the gut microbiome,"Koch, Linda",2015,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CANCER GENETICS Exosomally derived miR-105 destroys tight junctions,"Lokody, Isabel",2014,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CLINICAL GENETICS Exomes in the clinic,"Flintoft, Louisa",2013,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2
A commentary on Pitfalls of predicting complex traits from SNPs,"de los Campos, Gustavo; Sorensen, Daniel A.",2013,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
ALTERNATIVE SPLICING Regulating Alu element 'exonization',"Stower, Hannah",2013,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
Mining electronic health records: an additional perspective,"Hurdle, John F.; Smith, Ken R.; Mineau, Geraldine P.",2013,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
COMPREHENSIVE PRE-IMPLANTATION GENETIC SCREENING: ETHICAL REFLECTION URGENTLY NEEDED,"Hens, Kristien; Dondorp, Wybo; Geraedts, Joep; de Wert, Guido",2012,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
GENOMICS Personal genome project,"Jones, Bryony",2012,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0
ALTERNATIVE SPLICING Proteomic rewiring through transcriptomic diversity,"Burgess, Darren J.",2012,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0
BIOINFORMATICS Next-generation omics,"Casci, Tanita",2012,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
Mutation (variation) databases and registries: a rationale for coordination of efforts,"Auerbach, Arleen D.; Burn, John; Cassiman, Jean-Jacques; Claustres, Mireille; Cotton, Richard G. H.; Cutting, Garry; den Dunnen, Johan T.; El-Ruby, Mona; Falcon Vargas, Aida; Greenblatt, Marc S.; Macrae, Finlay; Matsubara, Yoichi; Rimoin, David L.; Vihinen, Mauno; Van Broeckhoven, Christine",2011,6,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1
HUMAN DISEASE Next-generation sequencing of the next generation,"Burgess, Darren J.",2011,6,0.67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
Human genomic variation initiatives in emerging economies and developing countries Foreword,"Seguin, Beatrice; Hardy, Billie -Jo; Singer, Peter A.; Daar, Abdallah S.",2008,6,0.5,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0
Benefit-sharing: A look at the history of an ethics concern,"Simm, Kadri",2007,6,0.46,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0
"Network fundamentals, via hub genes","Casci, Tanita",2006,6,0.43,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
Opinion - Decoding the research exemption,"Paradise, J; Janson, C",2006,6,0.43,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0
The influence of genetics on contemporary art,"Nelkin, D; Anker, S",2002,6,0.33,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Gene banks and blanket consent,"Caulfield, T",2002,6,0.33,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0
Genome sequencing networks,"Simpson, AJG",2001,6,0.32,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0
A mean spleen gene,"Patterson, M",2000,6,0.3,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
Exosomal microRNAs as novel adipokines,"Greenhill, Claire",2017,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The African Genome Variation Project,"Jones, Bryony",2015,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
EPIGENETICS Reprogramming with TET,"Stower, Hannah",2014,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
PLANT GENOMICS A genome conserved and a genome expanded,"Stower, Hannah",2014,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
GENE REGULATION RNA methylation regulates the circadian clock,"Lokody, Isabel",2014,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
COMPLEX TRAITS Sequencing for disease architecture,"Muers, Mary",2013,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
"TELOMERES Stem cells, cancer and telomerase linked by WNT","Stower, Hannah",2012,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
"CANCER GENETICS Initially complex, always heterogeneous","Burgess, Darren J.",2011,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
DEVELOPMENT Hourglass theory gets molecular approval,"Casci, Tanita",2011,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
GENOMICS No half measures for haplotypes,"Muers, Mary",2011,5,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1
EPIGENETICS Demethylation links cell fate and cancer,"Swami, Meera",2010,5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Accelerate medical breakthroughs by ending disease earmarks,"Terry, Sharon F.",2010,5,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0
"Genetic and molecular insights into the development and evolution of sexual dimorphism (vol 10, pg 797, 2009)","Williams, Thomas M.; Carroll, Sean B.",2009,5,0.45,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
"Tuning gene expression to changing environments: from rapid responses to evolutionary adaptation (vol 9, pg 583, 2008)","Lopez-Maury, Luis; Marguerat, Samuel; Baehler, Juerg",2009,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Timeline - Opportunities for women in early genetics,"Richmond, Marsha L.",2007,5,0.38,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1
100 years on: a century of genetics,"Dunwell, Jim M.",2007,5,0.38,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0
"Genetic defects in the human glycome (vol 7, pg 537, 2006)","Freeze, Hudson H.",2006,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
Time line - The emergence and development of genetics in Mexico,"Barahona, A; Ayala, FJ",2005,5,0.33,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0
Timeline - George Beadle: from genes to proteins,"Singer, M; Berg, P",2004,5,0.31,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
Systems biology - Rewiring the network,"Flintoft, L",2004,5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Innovation - A new approach to the distribution and storage of genetic resources,"Hayashizaki, Y; Kawai, J",2004,5,0.31,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0
More Cinderella than ugly sister,"Zhang, SG",2003,5,0.29,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Preimplantation genetic diagnosis,"Braude, P; Pickering, S; Flinter, F; Ogilvie, CM",2003,5,0.29,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Population genetics - Good dog,"Campbell, N",2003,5,0.29,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
It's a guy thing,"Casci, T",2000,5,0.25,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
That damned elusive polygene,"Patterson, M",2000,5,0.25,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dawn of the Human Knockout Project,"Perdigoto, Carolina",2017,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-cell RNA-seq to decipher tumour architecture,"Cloney, Ross",2017,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
COMPLEX TRAITS Integrating gene variation and expression to understand complex traits,"Cloney, Ross",2016,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TECHNOLOGY A drop in single-cell challenges,"Burgess, Darren J.",2015,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GENE EXPRESSION Layers of gene regulation,"Jones, Bryony",2015,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CANCER GENOMICS Non-coding mutations in the driver seat,"Koch, Linda",2014,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Industry involvement in publicly funded biobanks ETHICS WATCH,"Caulfield, Timothy; Borry, Pascal; Gottweis, Herbert",2014,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
RiboSNitches reveal heredity in RNA secondary structure RNA,"Lokody, Isabel",2014,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"NON-CODING RNA Ribosomes, but no translation, for lincRNAs","Flintoft, Louisa",2013,4,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
Mixed models can correct for population structure for genomic regions under selection Response,"Price, Alkes L.; Zaitlen, Noah A.; Reich, David; Patterson, Nick",2013,4,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
GENE EXPRESSION Predictions across space and time,"Flintoft, Louisa",2013,4,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
HUMAN EPIGENETICS Showing your age,"Burgess, Darren J.",2013,4,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
MOLECULAR EVOLUTION Epistasis prevails,"Stower, Hannah",2012,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Revising the human mutation rate: implications for understanding human evolution (vol 13, pg 745, 2012)","Scally, Aylwyn; Durbin, Richard",2012,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
TO KNOW OR NOT TO KNOW THE GENOMIC SEQUENCE OF A FETUS,"Netzer, Christian; Schmitz, Dagmar; Henn, Wolfram",2012,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Users' guide to the human genome,"Skipper, Magdalena",2012,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Repetitive DNA and next-generation sequencing: computational challenges and solutions (vol 13, pg 36, 2012)","Treangen, Todd J.; Salzberg, Steven L.",2012,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CHROMATIN A haul of new histone modifications,"Muers, Mary",2011,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
MODEL ORGANISMS The dangers lurking in the genetic background,"Burgess, Darren J.",2011,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"Therapeutic in vivo gene transfer for genetic disease using AAV: progress and challenges (vol 12, pg 341, 2011)","Mingozzi, Federico; High, Katherine A.",2011,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Mastering RNAi in mice,"Flintoft, Louisa",2011,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
MUTATION The perils of transcription,"Muers, Mary",2011,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
TAKING DNA FROM THE DEAD,"McGuire, Amy L.; Majumder, Mary A.; Halpern, Scott D.; Swindell, J. S.; Yaeger, Laura V.; Gibbs, Richard A.; Wheeler, Thomas M.",2010,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
LCN DNA: proof beyond reasonable doubt? a response,"Gill, Peter",2008,4,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Transcriptomics - Digging deep with RNA-Seq,"Flintoft, Louisa",2008,4,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
On the value of haplotype-based genotype-phenotype analysis and on data transformation in pharmacogenetics and -genomics,"Vormfelde, Stefan Viktor; Brockmoeller, Jurgen",2007,4,0.31,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Shortcut around the block,"Casci, T",2002,4,0.22,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagging non-paternity,"Alfred, J",2002,4,0.22,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Promising delivery,"Skipper, M",2002,4,0.22,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Genetics of susceptibility to tuberculosis: Mengele's experiments in Auschwitz,"Muller-Hill, B",2001,4,0.21,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"Evolving responsively: Adaptive mutation (vol 2, pg 504, 2001)","Rosenberg, SM",2001,4,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Satellite tools,"Patterson, M",2001,4,0.21,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The rat pack,"Patterson, M",2001,4,0.21,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Genetics policy,"Patterson, M",2000,4,0.2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
PLANT GENETICS Spatial transcriptomics in plants,"Lieben, Liesbet",2017,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translated circular RNAs,"Koch, Linda",2017,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deciphering the rules of microRNA targeting,"Cloney, Ross",2016,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICROBIAL GENETICS Dual RNA-seq for host-pathogen transcriptomics,"Cloney, Ross",2016,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GENETIC ENGINEERING In vivo genome editing - growing in strength,"Koch, Linda",2016,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLECULAR EVOLUTION Regulatory runaways,"Koch, Linda",2016,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
RNA Detailed probing of RNA structure in vivo,"Burgess, Darren J.",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
DNA ELEMENTS Shaping up transcription factor binding,"Burgess, Darren J.",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Urban microbiome,"Bahcall, Orli G.",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENE THERAPY Insulating from genotoxicity,"Burgess, Darren J.",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
CANCER GENETICS Omics analyses of tumour immunity,"Burgess, Darren J.",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Somatic mutations linked to future disease risk,"Burgess, Darren J.",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TECHNOLOGY Multi-tasking CRISPR RNA scaffolds,"Koch, Linda",2015,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Identification and consequences of miRNA-target interactions-beyond repression of gene expression (vol 15, pg 599, 2014)","Hausser, Jean; Zavolan, Mihaela",2014,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNA METHYLATION Switching phenotypes with epialleles,"Jones, Bryony",2014,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
STEM CELLS Epigenome reprogramming - of mice and men,"Burgess, Darren J.",2014,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Multigenome coalescence for modern demographic insights,"Burgess, Darren J.",2014,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mitochondrial replacement techniques under the spotlight,"Koch, Linda",2014,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A big step for Finnish biobanking,"Forsberg, Joanna Stjernschantz; Soini, Sirpa",2014,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
GENE REGULATION From genetic variation to phenotype via chromatin,"Stower, Hannah",2013,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
SMALL RNAS Antiviral RNAi in mammals,"Burgess, Darren J.",2013,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
MOLECULAR EVOLUTION Adaptation by loss of function,"Stower, Hannah",2013,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
GENOMICS New zebrafish genome resources,"Burgess, Darren J.",2013,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GENOME ORGANIZATION Supercoiled roles,"Stower, Hannah",2013,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
CHROMATIN Evolutionary insights into nucleosomes,"Muers, Mary",2013,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"Improving human forensics through advances in genetics, genomics and molecular biology (vol 12, pg 179, 2011)","Kayser, Manfred; de Knijff, Peter",2012,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"Genetics of osteoporosis from genome-wide association studies: advances and challenges (vol 13, pg 576, 2012)","Richards, J. Brent; Zheng, Hou-Feng; Spector, Tim D.",2012,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANCER GENOMICS Chromatin influence on cancer mutation rate,"Jones, Bryony",2012,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SMALL RNAs miRNAs' strict schedule,"David, Rachel",2012,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
RNA STABILITY Remember your driver,"Burgess, Darren J.",2012,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ethics watch DNA THEFT: YOUR GENETIC INFORMATION AT RISK,"Joh, Elizabeth E.",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
EPIGENOMICS Epigenetic variation across the generations,"Skipper, Magdalena",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Untitled,"Flintoft, Louisa; Casci, Tanita; Muers, Mary; Burgess, Darren",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
EVO-DEVO Hidden rewiring comes to light,"Burgess, Darren J.",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
CORRESPONDENCE Concerning epigenetics and inbreeding,"Johannes, Frank; Colome-Tatche, Maria",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DEVELOPMENT Budding potential,"Muers, Mary",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
STEM CELLS Reprogramming's unintended consequences,"Muers, Mary",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
GENE EXPRESSION One size does not fit all for transcriptomes,"Burgess, Darren J.",2011,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
COMPLEX DISEASE Epigenomics gets personal,"Flintoft, Louisa",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
GENE EXPRESSION Small but dominant RNA,"Casci, Tanita",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SMALL RNAS Pseudogenes act as microRNA decoys,"Swami, Meera",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
DEVELOPMENT A code to distinguish winners and losers,"Swami, Meera",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
DISEASE GENETICS Whole-genome sequencing identifies Mendelian mutations,"Swami, Meera",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
SMALL RNAS An epigenetic silencing influence,"Swami, Meera",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"SYSTEMS BIOLOGY Small genome, complex regulation","Flintoft, Louisa",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
POPULATION GENETICS SNPs that come in threes,"Casci, Tanita",2010,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
GOOD SCIENCE AND GOOD ETHICS: WHY WE SHOULD DISCOURAGE PAYMENT FOR EGGS FOR STEM CELL RESEARCH,"Dickenson, Donna",2009,3,0.27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ALTERNATIVE SPLICING Deciding between the alternatives,"Swami, Meera",2009,3,0.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
GENE NETWORKS Network analysis gets dynamic,"Neame, Elizabeth",2008,3,0.25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Global challenges - A sense of identity helps stressed-out plants,"Flintoft, Louisa",2008,3,0.25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Genomics - Decoding the regulatory genome,"Flintoft, Louisa",2007,3,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Semes for analysis of evolution: de Duve's peroxisomes and Meyer's hydrogenases in the sulphurous Proterozoic eon,"Margulis, Lynn; Chapman, Michael; Dolan, Michael F.",2007,3,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Primate segmental duplications: crucibles of evolution, diversity and disease (vol 7, pg 552, 2006)","Bailey, Jeffrey A.; Eichler, Evan E.",2006,3,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RNA interference: Breakthrough for systemic RNAi,"Whalley, K",2006,3,0.21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Ethics watch - Desperate times call for desperate measures,"Lunshof, JE",2006,3,0.21,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Ethics watch - Genetics and social identity after the HapMap,"Foster, MW",2005,3,0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Ethics watch - Sex selection,"Shakespeare, T",2005,3,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Technology - It's cheaper in the Picolab,"Kritikou, E",2005,3,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
This year's model?,"Campbell, N",2004,3,0.19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Patently paradoxical? 'Public order' and genetic patents,"Dickenson, D",2004,3,0.19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
National traditions and the emergence of genetics: the French example,"Gayon, J; Burian, RM",2004,3,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cancer genetics - EMSY forges a link,"Greenwood, E",2004,3,0.19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Of eponyms, acronyms and ... orthonyms","Turnpenny, P; Smith, R",2003,3,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Patterns of linkage disequilbrium in the human genome (vol 3, pg 299, 2002)","Ardlie, KG; Kruglyak, L; Seielstad, M",2002,3,0.17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"The complex structure and dynamic evolution of human subtelomeres (vol 3, pg 91, 2002)","Mefford, HC; Trask, BJ",2002,3,0.17,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Closing in on palatal disorders,"Casci, T",2001,3,0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
The secret is in the head,"Casci, T",2001,3,0.16,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ChIP on chips,"Casci, T",2001,3,0.16,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
New balancing tricks,"Casci, T",2000,3,0.15,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NON-CODING RNA A protective role for TERRA at telomeres,"Koch, Linda",2017,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENETIC TESTING The diagnostic power of RNA-seq,"Wrighton, Katharine H.",2017,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich pore methods for DNA methylation detection,"Burgess, Darren J.",2017,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pri-miRNA processing: structure is key,"Adams, Louise",2017,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
